,Age,Gender,Income,Vintage,Transaction_Status,Product_Holdings,Credit_Card,Credit_Category,Is_Churn,Balance
3308,34,0,1,2,1,0,0,2,0,0.3003457371759979
3309,33,0,1,4,1,1,1,0,0,0.35351044223633943
3310,29,1,2,5,0,1,1,2,0,0.2470470583835724
3311,32,0,0,4,0,0,1,2,0,0.7743478600528519
3312,48,0,1,2,0,1,1,1,1,0.9949889997099727
3313,45,1,1,4,0,0,1,2,0,-1.6913843868100868
3314,33,0,0,2,0,1,1,0,0,-1.535232291924952
3315,33,0,1,0,1,1,1,2,0,0.26588373703630086
3316,28,1,1,3,1,0,0,2,0,0.4712079866396503
3317,47,0,0,4,1,0,0,1,0,-0.016866929882380116
3318,44,0,2,2,0,1,1,2,0,0.5406200350128454
3319,50,0,1,4,1,1,1,2,0,-0.404604544824827
3320,38,0,2,4,1,0,1,1,1,0.9162029231671016
3321,35,0,3,1,1,0,1,0,0,-1.5689163260517331
3322,41,0,0,3,0,0,0,2,1,0.5082639725223044
3323,36,1,2,3,0,0,0,1,0,0.37386343275656964
3324,59,0,0,0,1,1,1,2,0,0.5467937704137312
3325,40,1,0,0,0,0,1,0,0,0.6466076580660658
3326,34,1,0,3,1,0,0,0,0,0.8464338861741607
3327,57,0,1,3,1,1,1,2,0,-0.26785578882139843
3328,35,1,1,1,1,1,1,0,0,-0.11891581936929997
3329,35,0,2,2,0,1,0,1,0,-1.1983911801949203
3330,32,0,0,3,1,0,1,2,0,0.14953402131071236
3331,36,1,2,3,0,1,0,2,0,-0.37362648808710863
3332,35,1,2,1,0,0,1,2,0,0.5381362260457804
3333,59,1,3,2,0,1,0,1,1,-0.2562963430461541
3334,34,0,0,3,1,1,0,2,0,-1.2099739683950708
3335,30,0,3,3,1,0,1,0,0,0.8505562597827016
3336,32,0,0,4,0,1,0,2,1,0.04746813438686597
3337,40,1,1,2,0,0,1,1,0,0.9036077522583523
3338,47,1,2,2,0,0,1,1,0,0.9480533968181081
3339,36,0,2,3,0,1,1,1,0,0.4250237000191034
3340,41,0,0,4,1,1,1,1,0,0.4877546542889967
3341,38,1,3,3,1,1,1,1,0,-0.04067366724426493
3342,43,1,1,5,1,0,1,1,1,-0.6608439312563855
3343,49,1,3,1,0,1,1,0,0,0.3189677571315783
3344,39,1,0,4,0,0,0,2,0,0.8499165707232328
3345,40,0,2,5,1,1,1,1,1,-0.847645004675842
3346,32,1,3,2,0,1,0,2,0,-0.4447019337441393
3347,29,1,3,0,1,0,1,2,0,0.6823565944086536
3348,42,1,0,1,0,0,1,2,0,0.4043513524888109
3349,51,0,0,3,1,1,1,0,1,0.2837852297500966
3350,41,0,3,1,1,0,1,0,0,0.33828137908347156
3351,26,1,0,4,0,1,1,1,0,1.060888159597647
3352,48,1,2,3,0,0,1,0,0,0.8115613134971909
3353,47,0,1,4,0,1,1,0,0,-0.26799137230546244
3354,37,0,1,0,1,0,1,2,0,0.9871321835269038
3355,38,0,0,4,0,1,0,0,0,-1.2489628640753074
3356,46,1,3,4,0,1,0,1,1,0.34989224884002074
3357,41,1,2,1,0,0,0,2,0,1.1973966832673837
3358,48,0,1,3,1,1,0,2,0,-0.05865000845711735
3359,37,1,3,4,0,1,1,2,1,-0.7842180112307297
3360,46,0,0,0,1,0,1,2,1,0.4154304567177755
3361,53,0,1,2,0,0,1,1,0,0.7131076386451658
3362,51,1,2,1,0,1,1,2,0,0.6375472212269342
3363,32,0,0,2,1,1,0,2,0,0.08795163665300568
3364,32,1,2,4,1,1,0,1,0,1.4018970194185014
3365,56,0,1,2,0,1,1,2,0,-3.0029667538011324
3366,29,1,0,3,1,1,1,2,0,0.16298130148793646
3367,49,0,1,3,0,1,1,2,1,-1.403260600448936
3368,45,0,1,2,0,1,0,2,0,-0.3367710286913734
3369,36,1,0,1,1,1,1,2,0,0.45333295208009344
3370,40,0,3,3,0,0,1,1,0,-2.0753914587362283
3371,41,0,3,3,1,0,1,0,0,1.0247477407187333
3372,29,1,1,3,1,1,0,0,0,-0.17111939788389546
3373,61,0,1,4,0,0,0,0,0,0.6609988172887584
3374,34,1,2,4,0,1,0,0,0,-0.260536162828302
3375,36,1,3,4,1,1,1,2,0,-1.2047502445008604
3376,33,0,1,2,1,1,1,0,1,0.6901270863317653
3377,30,0,3,2,0,1,0,1,0,-0.1200478581522637
3378,42,1,0,4,0,0,1,2,0,0.4295615698958531
3379,39,0,3,2,0,0,1,0,0,-0.7509615070136865
3380,39,0,0,2,1,0,1,0,0,0.9697073547112388
3381,49,1,2,1,1,0,1,2,1,1.0995046119945753
3382,40,1,1,4,1,1,0,1,0,-0.22986883765481078
3383,65,0,2,2,0,1,0,2,0,0.29086197538650943
3384,24,0,0,2,0,0,1,2,0,0.9437239737133949
3385,51,0,1,1,0,0,1,2,0,-3.654735101648805
3386,32,1,1,4,1,0,0,0,0,1.2418710365489811
3387,47,1,2,0,1,1,1,0,0,0.4107739598945798
3388,39,0,0,2,0,2,1,0,1,-2.120011311908792
3389,34,0,2,4,1,2,0,0,0,-1.227819680969337
3390,45,0,2,0,1,0,1,1,0,0.9375198321446916
3391,34,0,2,1,1,0,0,1,0,1.4184644208081398
3392,49,1,3,2,1,0,1,0,0,-0.2618322597543073
3393,42,0,1,0,1,1,1,0,0,-0.4480592195426027
3394,33,0,0,5,1,2,1,2,1,-0.5299565112528084
3395,40,0,2,2,0,1,1,0,0,0.3725595238487751
3396,58,0,2,0,1,0,1,0,0,0.9753990699164133
3397,38,0,3,1,0,0,1,1,0,-0.2542507654938485
3398,58,1,1,3,1,1,0,1,0,0.1863330829753681
3399,59,0,2,5,0,0,1,2,0,0.7259229972998897
3400,45,1,0,1,1,0,1,2,0,1.2212103236444314
3401,33,0,2,1,1,2,1,0,0,-0.01641436787277419
3402,44,1,0,1,0,0,0,2,1,0.5974913627586238
3403,34,0,1,4,0,1,1,0,0,-3.120960467477018
3404,53,1,3,2,1,1,0,1,1,-1.5346295813673836
3405,30,0,2,2,1,0,1,2,0,-0.5151568290173496
3406,33,1,1,4,1,0,1,1,1,-1.2919363691971668
3407,42,1,3,3,1,1,1,0,1,0.032814950895540214
3408,39,1,1,5,1,1,1,2,0,-1.502903037250481
3409,31,1,2,5,0,1,0,1,0,0.03163656096400391
3410,34,1,1,1,1,1,1,1,0,0.5456832456432352
3411,63,0,0,3,0,1,0,2,1,-0.3269729787166205
3412,45,0,3,0,1,1,1,1,0,-1.8327049108810083
3413,37,0,0,2,1,0,1,0,0,0.499968981652507
3414,43,1,0,3,1,1,0,0,0,-1.5014093224750031
3415,38,1,1,2,0,1,1,0,1,0.9552830114445438
3416,35,0,3,4,1,0,0,2,0,1.0221253795359553
3417,39,0,0,3,0,1,1,2,1,-1.9868934937655616
3418,29,1,0,3,1,0,1,2,0,-0.46986626363082795
3419,52,1,0,4,0,1,1,1,0,-0.804959745974518
3420,45,1,1,2,0,1,1,2,1,-1.3146836920831955
3421,53,0,1,0,0,0,1,2,1,0.8697527245218061
3422,36,0,2,1,1,1,0,2,1,-0.5982274459719573
3423,46,0,1,4,0,1,0,1,0,-2.524532980529294
3424,29,0,2,0,1,0,1,1,0,-0.8881446927316619
3425,28,0,1,4,1,1,0,0,0,-1.6186572126923295
3426,36,1,0,1,0,1,1,1,0,0.7766013151669554
3427,36,1,3,2,1,1,1,0,0,-1.540604719735894
3428,31,1,2,1,0,1,0,1,0,-0.4910209652523756
3429,44,1,3,3,0,1,0,0,0,-0.2321541353033357
3430,28,1,1,1,1,1,0,2,1,-1.2035862761198717
3431,39,1,1,3,0,1,1,2,0,0.3056255897118338
3432,40,0,0,3,1,1,0,2,0,-2.9300682159112577
3433,62,0,0,5,0,0,1,0,1,0.003395903148329343
3434,44,1,2,3,1,1,1,0,0,-0.26419907990603125
3435,42,1,0,2,0,1,0,0,0,-0.5175538731443879
3436,35,1,0,4,1,0,1,2,0,0.8241568127785149
3437,42,1,2,5,1,2,1,2,0,-0.8359740476031433
3438,29,0,3,2,1,0,1,2,0,0.4540164230546393
3439,26,1,1,4,0,0,1,2,0,1.0945163591836782
3440,47,1,0,5,0,1,1,0,0,-1.5268251369795915
3441,50,1,0,0,1,0,1,1,1,1.3137219191610288
3442,42,1,3,2,0,0,1,2,0,-0.3738626731450699
3443,28,1,2,1,1,0,1,2,0,-0.4865542374396882
3444,37,1,1,1,1,1,1,0,1,-0.7404903534818545
3445,23,0,0,1,0,1,1,2,0,0.8759214919784558
3446,42,0,0,5,1,1,1,2,1,-2.3134278823070322
3447,48,1,1,0,1,1,1,0,0,-0.3423716313335338
3448,58,1,0,2,0,1,1,1,1,0.269347301865653
3449,36,1,1,2,1,0,1,2,0,0.43479721781166647
3450,33,0,2,4,0,1,1,2,1,0.3353470329313018
3451,46,0,1,2,1,0,1,1,0,-0.26066736731418105
3452,44,1,0,1,1,0,1,2,0,1.2613826610559555
3453,40,1,2,3,0,1,1,1,0,0.7838226958615373
3454,57,1,1,5,0,0,1,0,0,1.0541241843869662
3455,44,1,0,1,1,1,1,2,0,-0.7873602804636398
3456,30,0,2,3,1,1,1,1,0,-1.322668926493725
3457,59,0,2,2,0,0,1,0,0,1.0152809901747415
3458,43,1,1,3,1,1,1,2,0,0.3018365219555702
3459,33,1,0,3,0,0,1,0,0,0.20786502125701595
3460,35,1,0,4,0,1,1,1,0,0.026777122205352267
3461,38,0,3,5,0,1,1,0,0,0.6045661949700297
3462,38,1,0,1,1,1,1,0,0,0.35822176540870576
3463,29,0,3,3,1,0,1,2,0,-0.34529049124886496
3464,53,1,0,1,0,1,1,2,0,-2.1175322825120375
3465,29,0,3,0,1,0,1,2,0,0.6670135114277043
3466,65,0,0,3,1,0,1,2,1,1.0839168674944135
3467,27,1,0,2,1,1,1,2,0,0.4242882582556345
3468,60,0,1,2,1,0,1,0,0,0.31541545049337993
3469,41,1,2,1,1,0,0,2,0,0.6337113521669422
3470,35,0,2,1,1,0,1,2,0,1.0245715355003369
3471,63,1,2,2,1,0,1,2,0,-0.2427405705603825
3472,27,0,2,4,1,1,1,2,1,-0.14659124992137393
3473,42,0,2,3,0,0,0,0,0,0.43326923659664424
3474,62,1,1,2,1,0,1,2,0,0.16468416163203745
3475,32,1,3,3,1,0,1,2,0,0.9144520910578994
3476,30,1,3,2,1,0,1,0,0,0.6585250133945677
3477,57,1,0,5,0,1,1,1,1,0.29810944318587246
3478,30,1,3,0,1,1,1,0,0,0.08597678047145582
3479,63,1,1,0,1,0,1,1,0,0.1659791104018216
3480,48,1,1,1,1,0,1,2,0,0.7750197976075427
3481,45,0,1,0,0,0,0,1,1,-0.0727001016427826
3482,38,1,0,0,0,1,0,0,0,0.31135479077206923
3483,33,1,2,2,0,1,1,0,1,-1.3733718582626329
3484,62,0,0,1,1,1,1,2,0,-2.4241925878387565
3485,40,1,0,4,1,1,1,0,1,-0.31776526520786846
3486,39,1,2,5,0,1,1,2,0,0.5907574998705657
3487,48,1,2,4,0,1,1,0,0,0.18520924372968287
3488,38,1,1,1,1,1,1,2,0,0.46492615426311984
3489,54,1,3,0,1,0,1,2,1,1.1018613979741536
3490,46,0,3,1,1,1,1,1,0,0.45627091773777173
3491,24,1,3,1,0,1,1,2,1,0.2236039164215963
3492,37,1,2,0,0,0,0,0,0,-0.3173267467415447
3493,25,1,2,0,0,0,1,0,0,1.0451554175021511
3494,57,0,1,2,0,1,1,0,0,-1.1543631429018575
3495,38,1,0,0,1,1,0,2,1,0.43732773474016967
3496,56,0,0,4,1,0,1,2,0,0.031216429823992475
3497,33,0,2,3,0,0,1,1,0,-0.6208667789973005
3498,61,1,3,1,1,0,0,1,0,0.47563464783239895
3499,38,1,0,0,1,0,1,0,0,0.6759354192935105
3500,51,1,3,4,0,0,1,1,1,1.2539141095111894
3501,41,0,0,1,1,1,1,0,0,0.13044205363172268
3502,51,1,1,5,0,1,0,2,0,-3.044531224020791
3503,44,1,0,1,0,0,1,2,1,0.3124548135968298
3504,39,0,2,0,1,0,1,2,0,0.4799775541960984
3505,33,1,3,4,1,0,0,0,1,0.2740681544955542
3506,45,1,1,2,1,0,1,1,0,1.1040124620332352
3507,53,1,0,3,1,1,0,1,0,-0.6426025784500918
3508,37,1,1,3,0,0,1,0,1,-0.7501553192112801
3509,28,1,1,1,1,2,1,1,0,0.2390627332584454
3510,45,0,1,3,0,1,1,2,0,-0.5416964864297882
3511,27,0,1,4,1,0,1,2,0,0.6138370681338657
3512,34,1,1,2,1,1,1,0,1,0.6983493682781874
3513,31,0,2,0,0,1,1,2,0,-3.029500413085395
3514,51,1,3,4,1,1,1,0,0,0.5221002455039631
3515,43,0,0,2,1,0,1,2,1,0.9657730603985752
3516,41,1,1,0,0,1,0,1,0,-0.105744357847024
3517,31,1,0,1,1,0,1,2,1,0.026805987314730672
3518,33,1,2,0,1,1,0,2,0,0.8575877745627567
3519,51,0,1,4,0,1,1,2,0,-1.7030231031255472
3520,66,0,1,2,0,0,1,1,0,0.19210650987714611
3521,45,0,1,1,1,1,0,0,0,-1.3379850589439792
3522,39,1,3,3,0,0,0,0,0,1.4941296756315874
3523,32,0,0,1,0,0,1,2,0,1.2025462396417639
3524,47,1,1,2,1,0,1,2,0,0.41129585288041903
3525,41,1,2,3,0,1,1,2,0,-0.2577975495599432
3526,35,0,2,4,0,0,0,1,0,1.4580139201049216
3527,61,0,0,2,1,1,1,1,1,0.6940826356090498
3528,34,0,2,1,1,1,1,1,0,0.8373834246060562
3529,44,1,1,0,1,1,1,2,0,-3.261353472278361
3530,44,0,3,1,1,1,1,1,0,0.4604977067209646
3531,33,1,1,3,0,0,1,0,0,0.5754128947434372
3532,35,0,1,1,1,1,0,2,0,1.1142610192153715
3533,53,1,3,0,1,1,1,1,1,-2.1785157498516137
3534,35,1,1,2,0,0,1,2,0,0.2328402077117495
3535,36,0,1,1,0,0,0,2,0,-0.21508472532058256
3536,33,0,3,2,1,0,1,2,1,0.686150723165652
3537,29,0,2,4,1,1,1,2,1,1.0125534270360559
3538,30,1,3,0,1,1,1,0,0,-1.802772778974533
3539,35,0,1,2,0,0,1,2,0,-0.7928573575609669
3540,40,1,1,0,0,1,1,2,0,1.2559354607046158
3541,46,1,2,1,0,1,1,2,0,0.5379751644825267
3542,33,0,1,5,0,1,1,0,0,-1.3098993520282354
3543,41,0,1,1,0,1,1,2,0,-0.8173273867519618
3544,27,0,1,4,1,0,1,2,0,-0.7864354363697162
3545,34,0,2,3,1,0,1,2,0,0.7951508984006418
3546,51,1,2,4,1,1,1,0,1,0.7399125400624219
3547,49,1,1,2,0,1,1,0,0,-3.666002099938437
3548,53,1,0,1,1,1,1,0,0,-0.02779075552076822
3549,53,1,2,4,1,0,0,0,0,1.4906235957516987
3550,41,1,2,0,1,1,1,2,0,-1.4509603340277748
3551,52,1,0,4,1,0,1,2,0,0.8533972410666489
3552,53,1,0,2,1,1,1,0,0,0.456575239766701
3553,31,0,0,4,1,1,0,0,0,0.4646348115232867
3554,53,0,0,1,0,0,0,1,0,0.4079038147543942
3555,39,1,2,3,0,0,0,2,0,1.3415406991708692
3556,31,1,1,1,1,0,0,2,0,-0.23967007131110143
3557,25,0,3,0,1,0,0,1,0,0.22238619395771778
3558,52,1,1,3,0,0,1,0,0,-1.6917178266430757
3559,40,1,3,3,1,0,1,2,0,0.3093370608689772
3560,34,1,1,3,1,0,1,2,1,1.1002597516272044
3561,36,0,0,2,0,1,1,2,1,0.8846020656315157
3562,60,1,0,2,0,0,1,0,0,-1.38723963921004
3563,40,0,3,0,1,0,1,2,0,0.9144962314515559
3564,28,0,2,5,0,0,0,2,0,1.2499409245790272
3565,51,0,3,5,1,0,1,0,1,-0.3491843091796003
3566,36,1,1,2,0,2,1,0,1,0.6685334378598985
3567,54,1,1,4,1,0,0,0,0,0.2502045868326402
3568,30,0,1,3,1,1,1,2,0,0.9817350158434915
3569,36,0,2,3,1,0,1,0,0,0.16937151113483445
3570,37,0,3,4,1,1,1,0,0,0.7620964845262311
3571,45,1,1,2,0,1,1,2,0,-0.6209783396119136
3572,48,0,0,2,1,0,1,0,0,-0.9398888336566872
3573,35,1,3,1,0,0,1,1,1,0.7922128446002763
3574,34,0,3,2,1,0,1,0,0,1.477616732022421
3575,59,0,2,4,1,1,1,0,1,0.25593216975905475
3576,38,1,2,5,1,0,1,0,1,0.40915727904782684
3577,42,0,0,3,1,0,1,2,0,0.7158438901707321
3578,39,1,1,1,1,0,0,2,0,0.18999406537068458
3579,47,1,0,4,0,0,0,2,1,-0.6639015904164217
3580,30,1,0,3,1,1,1,1,0,-1.1472168815846626
3581,40,0,3,4,1,1,1,0,0,-1.4178041879859895
3582,36,0,2,2,1,0,0,2,0,-0.21172002090984635
3583,41,0,2,3,0,0,1,2,0,-0.20680717678703547
3584,33,1,2,5,0,0,1,0,1,0.9594292508710224
3585,27,1,2,1,0,1,0,0,0,0.705257072408222
3586,39,1,2,1,0,0,1,2,1,1.1603666987301493
3587,36,1,2,1,0,1,1,2,1,-0.1013101669024694
3588,50,1,3,1,0,0,1,2,1,0.573779322411009
3589,39,1,1,1,0,0,1,0,0,0.7419882621697645
3590,49,0,2,1,0,0,0,0,0,0.17541805421949203
3591,28,1,3,2,0,1,0,0,0,0.7239215575385979
3592,51,1,3,4,0,0,0,2,0,-0.018530287204661208
3593,40,1,0,4,1,0,0,2,0,-1.7968514776510474
3594,47,1,2,0,0,0,1,1,0,0.5718695796373024
3595,29,1,1,1,0,0,0,0,1,0.8379237722861083
3596,50,0,1,5,0,0,0,2,0,-0.45697001813932714
3597,55,1,2,2,1,0,1,2,0,0.6297505621088487
3598,48,1,0,0,0,0,1,2,1,1.0322361746013278
3599,49,1,0,2,0,1,1,2,0,0.6471981691496248
3600,40,1,1,1,1,0,1,2,0,0.17433470555666902
3601,49,0,3,4,1,1,1,0,0,-0.01088148822743611
3602,45,0,0,4,1,1,1,2,0,1.1719571635753079
3603,34,1,3,4,1,1,0,2,0,-0.09194132022218432
3604,52,1,1,3,1,1,1,2,0,-0.022313496330594512
3605,55,1,1,1,1,0,1,2,0,-0.8500483258190367
3606,37,1,0,5,0,1,1,0,0,0.40732549011547886
3607,40,1,0,5,0,0,0,2,1,0.4453315342366433
3608,35,1,2,4,1,0,1,2,0,1.077379039450069
3609,36,0,0,5,0,0,0,2,0,-1.3021788356033372
3610,33,1,3,3,1,1,1,2,0,0.5767404911714427
3611,35,1,3,2,0,1,1,0,0,0.029245062435433653
3612,33,0,1,1,0,2,1,0,0,-0.6663290914147643
3613,60,1,0,4,1,1,1,2,0,-1.7506269579904268
3614,36,0,2,4,0,1,1,2,0,0.9667382486229347
3615,62,0,1,3,1,1,1,1,1,-0.8005837991725591
3616,48,1,1,4,1,0,1,0,0,-1.6223574719212799
3617,47,1,0,1,0,0,1,2,0,0.6782411835426372
3618,36,1,0,3,1,1,1,2,0,0.4380114894037321
3619,43,0,1,2,1,0,1,1,0,0.4758283221832896
3620,36,0,2,3,1,0,1,1,0,0.5790727532938624
3621,52,0,1,4,1,0,1,0,0,0.47267767432977564
3622,50,1,1,1,0,0,0,0,0,-1.3079120042509211
3623,43,0,0,2,1,0,1,0,0,-0.3508368265781505
3624,52,0,1,2,1,1,1,0,1,-0.3892728356648649
3625,33,0,1,4,0,0,1,1,1,-0.3690025130983023
3626,24,0,3,2,0,1,0,1,0,0.8803080771006703
3627,36,0,0,3,0,0,0,2,0,0.7781245852099945
3628,30,0,0,0,1,0,1,1,0,1.1379716711645655
3629,62,0,2,5,0,0,1,0,0,-1.8598128244468313
3630,47,1,3,3,0,1,1,0,0,1.0504211108110586
3631,30,0,0,3,0,1,0,2,1,0.48840154858162166
3632,56,0,0,4,1,1,1,0,0,-0.3245542654436378
3633,33,1,3,4,0,0,0,0,0,0.9518451844449178
3634,35,0,2,3,0,0,0,2,0,0.2964854172272643
3635,33,1,0,0,0,0,1,0,0,0.12230089319177284
3636,39,0,2,3,1,0,1,1,0,0.5723869565429734
3637,38,0,3,4,0,1,1,2,0,-0.16662111716191527
3638,59,0,3,4,0,0,0,2,0,-2.4448699059491994
3639,26,1,2,1,1,0,0,1,0,-1.0006597908033916
3640,34,0,2,1,0,1,1,2,0,-0.4252454432471739
3641,33,1,1,2,0,0,1,1,0,0.92203069436135
3642,66,1,0,0,1,0,1,0,0,-0.6807732964853564
3643,27,0,1,2,0,2,1,2,0,-1.2624203361504545
3644,51,1,0,3,1,2,0,2,0,0.9494613993396704
3645,51,1,3,3,0,2,1,2,0,0.4614390418991622
3646,39,1,1,3,1,0,0,2,0,-0.5180021900375051
3647,36,1,1,5,1,1,1,1,0,0.9637505382371501
3648,35,1,1,0,0,0,1,2,0,1.242012071195644
3649,39,1,1,4,0,1,1,2,0,1.0264568244701877
3650,52,1,0,1,1,1,1,2,0,-1.11242008546534
3651,39,1,3,4,1,0,0,2,0,0.8209689360002378
3652,39,0,1,2,0,0,1,0,0,-0.332345914433752
3653,33,0,3,2,1,1,1,1,0,-2.898639813841946
3654,49,0,3,0,0,1,1,0,1,0.7053370721453797
3655,42,0,0,3,0,1,1,2,1,-2.095002055338107
3656,32,1,1,3,1,0,1,2,0,0.4031085981386345
3657,56,0,0,3,1,0,0,2,0,0.9232760466769211
3658,45,0,0,4,1,0,1,2,0,-0.7318995976185212
3659,50,0,0,2,1,0,1,1,0,0.6359289162736298
3660,30,1,0,0,1,1,0,2,0,0.7710711901445106
3661,40,0,2,1,0,0,0,2,0,-1.009756790362677
3662,49,1,0,2,1,0,1,0,0,-0.6420767408914824
3663,39,1,0,0,0,0,0,2,0,0.14368931754097042
3664,33,1,0,3,0,0,1,1,1,-0.37010864257499276
3665,44,0,3,2,0,1,1,1,0,-0.29929225486395794
3666,30,1,1,1,0,1,1,2,0,0.3278193043576419
3667,32,0,3,4,1,1,0,0,0,0.7631785110090542
3668,44,1,1,4,0,1,0,2,0,0.23132240114241406
3669,56,1,2,1,0,1,0,0,1,0.8229063561674982
3670,31,1,1,0,1,1,1,2,0,0.5781731333252664
3671,25,1,3,2,1,0,0,2,0,1.0979137143393531
3672,53,0,0,2,0,0,1,1,1,0.11556988771307895
3673,55,1,0,1,1,0,1,1,0,0.9668932362724829
3674,40,1,1,0,1,0,1,2,0,1.1453309880396705
3675,41,0,2,0,0,1,1,1,1,-1.0004401156471345
3676,37,1,2,1,1,1,1,2,0,0.178315493882221
3677,61,0,0,2,1,1,1,2,1,0.852363422344991
3678,29,1,0,0,1,0,1,2,0,-0.4616081345910923
3679,26,0,3,3,1,2,1,2,0,-1.6155473159604634
3680,44,1,0,3,1,1,1,0,1,0.8798076798820721
3681,47,0,0,3,1,1,0,0,0,0.015182181077875535
3682,53,1,1,0,0,1,1,0,1,-0.2942775649074703
3683,30,1,3,2,1,0,0,1,0,0.9727927900791753
3684,31,0,1,5,0,0,1,2,0,-0.0675544798858864
3685,48,0,3,0,1,1,0,1,0,0.20316923923928631
3686,40,1,1,1,1,0,0,0,0,-0.7433180847194074
3687,61,1,2,4,1,0,1,0,1,0.3183397918913948
3688,44,0,2,5,1,1,1,2,0,-1.6654419020278115
3689,39,0,3,2,1,0,0,2,0,-0.011195659727478038
3690,30,1,0,3,0,1,0,2,1,0.5422907105440874
3691,39,1,0,3,0,1,0,0,0,0.4972271712473061
3692,26,0,3,0,1,1,0,2,0,-1.7294483530306302
3693,45,1,0,0,0,1,0,1,0,0.5244307138990926
3694,29,0,2,3,0,1,1,2,0,-0.7826115962185469
3695,38,0,3,0,1,0,1,0,0,-1.0838613207622831
3696,67,1,0,1,1,0,1,0,0,1.0966512458477122
3697,37,0,3,2,0,2,1,1,0,0.9575404355790718
3698,53,0,3,4,1,1,1,1,0,0.34955090832320845
3699,45,1,2,5,0,1,0,0,0,0.29477197960938634
3700,37,1,2,1,1,0,1,2,0,0.3632427008439141
3701,44,1,3,1,1,1,1,0,1,-0.1964889614612095
3702,39,0,3,2,0,2,0,1,0,-1.6145367422854444
3703,42,0,3,4,0,1,1,2,1,0.2307267520021499
3704,28,1,1,4,0,0,0,2,1,1.1121246182142057
3705,35,0,1,4,1,0,1,2,0,-1.6655175762988979
3706,31,0,1,0,1,1,1,1,0,0.4328821247306411
3707,46,1,2,0,0,0,1,2,0,-0.22252655790867457
3708,42,1,3,2,1,1,0,2,0,-1.144341978374192
3709,50,1,2,3,1,1,1,2,1,-1.678997096809336
3710,46,1,0,2,0,1,1,2,0,-1.2852862575802488
3711,47,1,3,1,1,0,0,2,0,0.14172940173211734
3712,58,0,3,4,0,1,0,1,0,-2.911197587254794
3713,40,1,2,4,0,1,0,0,0,-2.216622103859989
3714,36,1,1,4,1,0,0,2,0,0.3669407473650959
3715,40,0,0,4,0,0,0,2,0,1.084392622964049
3716,45,0,1,2,0,1,1,2,0,-0.1882675623739234
3717,31,0,3,2,0,0,1,2,0,-0.38690811304786793
3718,39,0,2,3,1,1,0,1,0,0.21650446760413797
3719,37,0,2,1,0,2,1,2,0,-0.007050860417208172
3720,51,1,0,2,0,0,0,2,1,0.6351750798936913
3721,52,0,1,1,1,0,0,0,0,0.794427372238596
3722,55,0,2,0,0,1,1,0,0,-1.1649915734397907
3723,29,0,2,3,1,0,0,2,0,0.8319863286517788
3724,51,0,3,3,1,0,1,2,0,0.9239867189125289
3725,31,0,3,2,0,0,1,0,0,0.7536690438180479
3726,40,1,3,4,1,1,1,1,0,0.5024016768359169
3727,45,1,1,2,1,1,1,1,0,0.5234366724448554
3728,58,0,1,1,0,0,1,1,0,0.3657702761407239
3729,65,0,0,2,0,0,1,2,0,0.7606765620962138
3730,42,0,3,2,0,1,0,0,1,-1.4472524977761592
3731,33,0,2,4,1,1,1,1,0,-3.0553190785580617
3732,33,1,3,2,1,1,1,1,0,0.201146601580266
3733,38,1,3,1,0,0,0,2,0,-1.5079189923293408
3734,53,0,1,0,0,1,1,0,1,0.4027502349214223
3735,32,1,3,1,1,1,0,2,1,-0.07675897726413383
3736,45,0,0,1,1,1,0,1,0,0.4137146280456374
3737,34,1,0,5,0,1,1,0,0,1.0077102185655498
3738,44,0,1,0,0,2,1,2,0,-2.1291498540718528
3739,37,0,1,3,0,1,1,2,1,-3.634462333883245
3740,31,0,2,3,0,2,0,0,0,-1.7233363618836122
3741,43,0,3,3,0,0,0,2,0,1.1361434872642953
3742,42,1,3,1,0,0,0,2,0,0.6909742179368205
3743,35,0,2,4,0,1,0,0,0,0.41300659623127317
3744,25,1,2,1,0,1,1,2,0,-0.44571494400786216
3745,42,1,3,4,0,0,1,1,0,0.6126358825171385
3746,50,1,2,1,1,1,0,2,0,0.41262872238211945
3747,28,1,2,3,1,1,1,1,0,0.6448487807354496
3748,44,0,0,0,0,1,1,2,0,1.1721794857913086
3749,44,0,0,2,0,1,0,1,1,-0.5628924871371834
3750,50,1,1,2,1,1,1,2,0,1.1572236574779244
3751,34,1,3,1,0,0,1,1,0,1.215233514519228
3752,39,0,2,1,0,0,1,0,0,1.2196935520466043
3753,33,1,1,3,0,1,0,2,0,-0.34375651346078734
3754,31,0,1,2,1,1,1,2,0,-1.198573963240423
3755,32,0,3,2,0,0,1,0,0,0.43749160954687477
3756,33,0,1,0,1,0,1,0,0,-0.41880250913121436
3757,33,1,1,1,0,0,1,2,1,-0.030734174961815092
3758,41,1,1,1,1,1,1,0,0,-0.3895594845155755
3759,31,0,1,5,0,0,1,2,0,0.335749769489921
3760,58,0,1,4,0,1,0,2,1,-1.8889533110816292
3761,60,0,1,3,1,1,1,2,0,0.47775184341430976
3762,29,1,2,0,1,1,1,0,0,0.4761116350707789
3763,30,0,1,2,1,1,0,2,1,0.4081703275308661
3764,50,1,2,1,0,1,1,0,0,0.07636340668519222
3765,43,0,0,5,0,1,1,0,0,-0.8489294851992655
3766,32,1,1,3,1,1,0,2,0,-2.3337467883622667
3767,40,0,2,3,0,0,1,0,1,0.9614768477320531
